h0 [SinglePointCrossover,BitFlipMutation] 4030
h1 [SinglePointCrossover,LoopMoveOperator] 4088
h2 [SinglePointCrossover,LocalMoveOperator] 3911
h3 [SinglePointCrossover,SegmentMutation] 4020
h4 [SinglePointCrossover,OppositeMoveOperator] 4009
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4031
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4028
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4095
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4011
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3991
h10 [MultiPointsCrossover,BitFlipMutation] 3936
h11 [MultiPointsCrossover,LoopMoveOperator] 3989
h12 [MultiPointsCrossover,LocalMoveOperator] 3944
h13 [MultiPointsCrossover,SegmentMutation] 3898
h14 [MultiPointsCrossover,OppositeMoveOperator] 4019
