h0 [SinglePointCrossover,BitFlipMutation] 3966
h1 [SinglePointCrossover,LoopMoveOperator] 3910
h2 [SinglePointCrossover,LocalMoveOperator] 4092
h3 [SinglePointCrossover,SegmentMutation] 3942
h4 [SinglePointCrossover,OppositeMoveOperator] 3996
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4039
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3868
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3889
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4012
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3904
h10 [MultiPointsCrossover,BitFlipMutation] 3981
h11 [MultiPointsCrossover,LoopMoveOperator] 4002
h12 [MultiPointsCrossover,LocalMoveOperator] 3957
h13 [MultiPointsCrossover,SegmentMutation] 3973
h14 [MultiPointsCrossover,OppositeMoveOperator] 3969
