h0 [SinglePointCrossover,BitFlipMutation] 3972
h1 [SinglePointCrossover,LoopMoveOperator] 4063
h2 [SinglePointCrossover,LocalMoveOperator] 4030
h3 [SinglePointCrossover,SegmentMutation] 3927
h4 [SinglePointCrossover,OppositeMoveOperator] 3922
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4018
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3994
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4061
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4045
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3863
h10 [MultiPointsCrossover,BitFlipMutation] 3958
h11 [MultiPointsCrossover,LoopMoveOperator] 3987
h12 [MultiPointsCrossover,LocalMoveOperator] 4058
h13 [MultiPointsCrossover,SegmentMutation] 4018
h14 [MultiPointsCrossover,OppositeMoveOperator] 4084
