h0 [SinglePointCrossover,BitFlipMutation] 4102
h1 [SinglePointCrossover,LoopMoveOperator] 4051
h2 [SinglePointCrossover,LocalMoveOperator] 3903
h3 [SinglePointCrossover,SegmentMutation] 3847
h4 [SinglePointCrossover,OppositeMoveOperator] 3998
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3959
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4034
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3956
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4092
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4033
h10 [MultiPointsCrossover,BitFlipMutation] 4016
h11 [MultiPointsCrossover,LoopMoveOperator] 3948
h12 [MultiPointsCrossover,LocalMoveOperator] 4027
h13 [MultiPointsCrossover,SegmentMutation] 4021
h14 [MultiPointsCrossover,OppositeMoveOperator] 4013
