h0 [SinglePointCrossover,BitFlipMutation] 1968
h1 [SinglePointCrossover,LoopMoveOperator] 2053
h2 [SinglePointCrossover,LocalMoveOperator] 2043
h3 [SinglePointCrossover,SegmentMutation] 1970
h4 [SinglePointCrossover,OppositeMoveOperator] 1975
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1986
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1988
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1948
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1952
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2064
h10 [MultiPointsCrossover,BitFlipMutation] 1980
h11 [MultiPointsCrossover,LoopMoveOperator] 1957
h12 [MultiPointsCrossover,LocalMoveOperator] 2010
h13 [MultiPointsCrossover,SegmentMutation] 1978
h14 [MultiPointsCrossover,OppositeMoveOperator] 1978
