h0 [SinglePointCrossover,BitFlipMutation] 2012
h1 [SinglePointCrossover,LoopMoveOperator] 2018
h2 [SinglePointCrossover,LocalMoveOperator] 1945
h3 [SinglePointCrossover,SegmentMutation] 1918
h4 [SinglePointCrossover,OppositeMoveOperator] 1939
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1953
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1939
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2003
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1935
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1897
h10 [MultiPointsCrossover,BitFlipMutation] 2014
h11 [MultiPointsCrossover,LoopMoveOperator] 1979
h12 [MultiPointsCrossover,LocalMoveOperator] 1925
h13 [MultiPointsCrossover,SegmentMutation] 2057
h14 [MultiPointsCrossover,OppositeMoveOperator] 1966
