h0 [SinglePointCrossover,BitFlipMutation] 3933
h1 [SinglePointCrossover,LoopMoveOperator] 4000
h2 [SinglePointCrossover,LocalMoveOperator] 3905
h3 [SinglePointCrossover,SegmentMutation] 4010
h4 [SinglePointCrossover,OppositeMoveOperator] 4016
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3965
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3899
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3894
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4018
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4002
h10 [MultiPointsCrossover,BitFlipMutation] 3937
h11 [MultiPointsCrossover,LoopMoveOperator] 4008
h12 [MultiPointsCrossover,LocalMoveOperator] 3927
h13 [MultiPointsCrossover,SegmentMutation] 3976
h14 [MultiPointsCrossover,OppositeMoveOperator] 4010
