h0 [SinglePointCrossover,BitFlipMutation] 4004
h1 [SinglePointCrossover,LoopMoveOperator] 3956
h2 [SinglePointCrossover,LocalMoveOperator] 4090
h3 [SinglePointCrossover,SegmentMutation] 4025
h4 [SinglePointCrossover,OppositeMoveOperator] 4032
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4079
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4036
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4093
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4007
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3965
h10 [MultiPointsCrossover,BitFlipMutation] 3913
h11 [MultiPointsCrossover,LoopMoveOperator] 3939
h12 [MultiPointsCrossover,LocalMoveOperator] 4009
h13 [MultiPointsCrossover,SegmentMutation] 3961
h14 [MultiPointsCrossover,OppositeMoveOperator] 3891
