h0 [SinglePointCrossover,BitFlipMutation] 3993
h1 [SinglePointCrossover,LoopMoveOperator] 3980
h2 [SinglePointCrossover,LocalMoveOperator] 4053
h3 [SinglePointCrossover,SegmentMutation] 3905
h4 [SinglePointCrossover,OppositeMoveOperator] 4027
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3948
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3953
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3933
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4054
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4067
h10 [MultiPointsCrossover,BitFlipMutation] 3909
h11 [MultiPointsCrossover,LoopMoveOperator] 4148
h12 [MultiPointsCrossover,LocalMoveOperator] 3996
h13 [MultiPointsCrossover,SegmentMutation] 4042
h14 [MultiPointsCrossover,OppositeMoveOperator] 3992
