h0 [SinglePointCrossover,BitFlipMutation] 4053
h1 [SinglePointCrossover,LoopMoveOperator] 3989
h2 [SinglePointCrossover,LocalMoveOperator] 3919
h3 [SinglePointCrossover,SegmentMutation] 4060
h4 [SinglePointCrossover,OppositeMoveOperator] 3959
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4098
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3971
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4032
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4029
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3972
h10 [MultiPointsCrossover,BitFlipMutation] 3998
h11 [MultiPointsCrossover,LoopMoveOperator] 3972
h12 [MultiPointsCrossover,LocalMoveOperator] 3950
h13 [MultiPointsCrossover,SegmentMutation] 3950
h14 [MultiPointsCrossover,OppositeMoveOperator] 4048
