h0 [SinglePointCrossover,BitFlipMutation] 1986
h1 [SinglePointCrossover,LoopMoveOperator] 2002
h2 [SinglePointCrossover,LocalMoveOperator] 1962
h3 [SinglePointCrossover,SegmentMutation] 1996
h4 [SinglePointCrossover,OppositeMoveOperator] 2028
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1974
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1968
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2036
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2002
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1959
h10 [MultiPointsCrossover,BitFlipMutation] 1967
h11 [MultiPointsCrossover,LoopMoveOperator] 1983
h12 [MultiPointsCrossover,LocalMoveOperator] 1950
h13 [MultiPointsCrossover,SegmentMutation] 1925
h14 [MultiPointsCrossover,OppositeMoveOperator] 1962
