h0 [SinglePointCrossover,BitFlipMutation] 1929
h1 [SinglePointCrossover,LoopMoveOperator] 1977
h2 [SinglePointCrossover,LocalMoveOperator] 1972
h3 [SinglePointCrossover,SegmentMutation] 2024
h4 [SinglePointCrossover,OppositeMoveOperator] 1951
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2037
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1983
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1973
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1967
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1934
h10 [MultiPointsCrossover,BitFlipMutation] 1944
h11 [MultiPointsCrossover,LoopMoveOperator] 2053
h12 [MultiPointsCrossover,LocalMoveOperator] 1982
h13 [MultiPointsCrossover,SegmentMutation] 2091
h14 [MultiPointsCrossover,OppositeMoveOperator] 2033
