h0 [SinglePointCrossover,BitFlipMutation] 2056
h1 [SinglePointCrossover,LoopMoveOperator] 2053
h2 [SinglePointCrossover,LocalMoveOperator] 1949
h3 [SinglePointCrossover,SegmentMutation] 1966
h4 [SinglePointCrossover,OppositeMoveOperator] 2071
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1954
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1950
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1976
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1951
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2012
h10 [MultiPointsCrossover,BitFlipMutation] 1887
h11 [MultiPointsCrossover,LoopMoveOperator] 1968
h12 [MultiPointsCrossover,LocalMoveOperator] 1970
h13 [MultiPointsCrossover,SegmentMutation] 1946
h14 [MultiPointsCrossover,OppositeMoveOperator] 2041
