h0 [SinglePointCrossover,BitFlipMutation] 1977
h1 [SinglePointCrossover,LoopMoveOperator] 1955
h2 [SinglePointCrossover,LocalMoveOperator] 1979
h3 [SinglePointCrossover,SegmentMutation] 1970
h4 [SinglePointCrossover,OppositeMoveOperator] 2080
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1924
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1949
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1945
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1993
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2014
h10 [MultiPointsCrossover,BitFlipMutation] 1965
h11 [MultiPointsCrossover,LoopMoveOperator] 1991
h12 [MultiPointsCrossover,LocalMoveOperator] 1962
h13 [MultiPointsCrossover,SegmentMutation] 1991
h14 [MultiPointsCrossover,OppositeMoveOperator] 2055
