h0 [SinglePointCrossover,BitFlipMutation] 3991
h1 [SinglePointCrossover,LoopMoveOperator] 3971
h2 [SinglePointCrossover,LocalMoveOperator] 3967
h3 [SinglePointCrossover,SegmentMutation] 4108
h4 [SinglePointCrossover,OppositeMoveOperator] 4039
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4050
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3981
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3919
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3966
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3965
h10 [MultiPointsCrossover,BitFlipMutation] 4006
h11 [MultiPointsCrossover,LoopMoveOperator] 4054
h12 [MultiPointsCrossover,LocalMoveOperator] 3995
h13 [MultiPointsCrossover,SegmentMutation] 4029
h14 [MultiPointsCrossover,OppositeMoveOperator] 3959
