h0 [SinglePointCrossover,BitFlipMutation] 2050
h1 [SinglePointCrossover,LoopMoveOperator] 1974
h2 [SinglePointCrossover,LocalMoveOperator] 1959
h3 [SinglePointCrossover,SegmentMutation] 1956
h4 [SinglePointCrossover,OppositeMoveOperator] 2007
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1952
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1999
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1940
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1984
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2028
h10 [MultiPointsCrossover,BitFlipMutation] 1953
h11 [MultiPointsCrossover,LoopMoveOperator] 1996
h12 [MultiPointsCrossover,LocalMoveOperator] 2041
h13 [MultiPointsCrossover,SegmentMutation] 2003
h14 [MultiPointsCrossover,OppositeMoveOperator] 2008
