h0 [SinglePointCrossover,BitFlipMutation] 1887
h1 [SinglePointCrossover,LoopMoveOperator] 1994
h2 [SinglePointCrossover,LocalMoveOperator] 1923
h3 [SinglePointCrossover,SegmentMutation] 2013
h4 [SinglePointCrossover,OppositeMoveOperator] 2021
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1990
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1955
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2059
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1982
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2025
h10 [MultiPointsCrossover,BitFlipMutation] 1960
h11 [MultiPointsCrossover,LoopMoveOperator] 1937
h12 [MultiPointsCrossover,LocalMoveOperator] 1943
h13 [MultiPointsCrossover,SegmentMutation] 2011
h14 [MultiPointsCrossover,OppositeMoveOperator] 2000
