h0 [SinglePointCrossover,BitFlipMutation] 1961
h1 [SinglePointCrossover,LoopMoveOperator] 1944
h2 [SinglePointCrossover,LocalMoveOperator] 1977
h3 [SinglePointCrossover,SegmentMutation] 2046
h4 [SinglePointCrossover,OppositeMoveOperator] 2017
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1940
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1965
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1960
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1966
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2003
h10 [MultiPointsCrossover,BitFlipMutation] 2004
h11 [MultiPointsCrossover,LoopMoveOperator] 1952
h12 [MultiPointsCrossover,LocalMoveOperator] 1990
h13 [MultiPointsCrossover,SegmentMutation] 1954
h14 [MultiPointsCrossover,OppositeMoveOperator] 2021
