h0 [SinglePointCrossover,BitFlipMutation] 1999
h1 [SinglePointCrossover,LoopMoveOperator] 1987
h2 [SinglePointCrossover,LocalMoveOperator] 2045
h3 [SinglePointCrossover,SegmentMutation] 1977
h4 [SinglePointCrossover,OppositeMoveOperator] 1987
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1910
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1984
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1880
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1952
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2027
h10 [MultiPointsCrossover,BitFlipMutation] 1996
h11 [MultiPointsCrossover,LoopMoveOperator] 2022
h12 [MultiPointsCrossover,LocalMoveOperator] 1993
h13 [MultiPointsCrossover,SegmentMutation] 1966
h14 [MultiPointsCrossover,OppositeMoveOperator] 1975
