h0 [SinglePointCrossover,BitFlipMutation] 1956
h1 [SinglePointCrossover,LoopMoveOperator] 1930
h2 [SinglePointCrossover,LocalMoveOperator] 1978
h3 [SinglePointCrossover,SegmentMutation] 1911
h4 [SinglePointCrossover,OppositeMoveOperator] 1991
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2008
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1920
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1923
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2006
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2004
h10 [MultiPointsCrossover,BitFlipMutation] 1948
h11 [MultiPointsCrossover,LoopMoveOperator] 2013
h12 [MultiPointsCrossover,LocalMoveOperator] 2030
h13 [MultiPointsCrossover,SegmentMutation] 2015
h14 [MultiPointsCrossover,OppositeMoveOperator] 2067
