h0 [SinglePointCrossover,BitFlipMutation] 3958
h1 [SinglePointCrossover,LoopMoveOperator] 4037
h2 [SinglePointCrossover,LocalMoveOperator] 4090
h3 [SinglePointCrossover,SegmentMutation] 3874
h4 [SinglePointCrossover,OppositeMoveOperator] 3902
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4107
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3930
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3933
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4072
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3950
h10 [MultiPointsCrossover,BitFlipMutation] 3999
h11 [MultiPointsCrossover,LoopMoveOperator] 3962
h12 [MultiPointsCrossover,LocalMoveOperator] 4063
h13 [MultiPointsCrossover,SegmentMutation] 4088
h14 [MultiPointsCrossover,OppositeMoveOperator] 4035
