h0 [SinglePointCrossover,BitFlipMutation] 3947
h1 [SinglePointCrossover,LoopMoveOperator] 3938
h2 [SinglePointCrossover,LocalMoveOperator] 3931
h3 [SinglePointCrossover,SegmentMutation] 3962
h4 [SinglePointCrossover,OppositeMoveOperator] 4007
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4014
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4030
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4014
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4011
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3936
h10 [MultiPointsCrossover,BitFlipMutation] 4064
h11 [MultiPointsCrossover,LoopMoveOperator] 3942
h12 [MultiPointsCrossover,LocalMoveOperator] 4019
h13 [MultiPointsCrossover,SegmentMutation] 4064
h14 [MultiPointsCrossover,OppositeMoveOperator] 4121
