h0 [SinglePointCrossover,BitFlipMutation] 1943
h1 [SinglePointCrossover,LoopMoveOperator] 2022
h2 [SinglePointCrossover,LocalMoveOperator] 1906
h3 [SinglePointCrossover,SegmentMutation] 1988
h4 [SinglePointCrossover,OppositeMoveOperator] 1966
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2006
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1995
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2006
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2010
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2000
h10 [MultiPointsCrossover,BitFlipMutation] 1942
h11 [MultiPointsCrossover,LoopMoveOperator] 2013
h12 [MultiPointsCrossover,LocalMoveOperator] 1971
h13 [MultiPointsCrossover,SegmentMutation] 2040
h14 [MultiPointsCrossover,OppositeMoveOperator] 1992
