h0 [SinglePointCrossover,BitFlipMutation] 2001
h1 [SinglePointCrossover,LoopMoveOperator] 1993
h2 [SinglePointCrossover,LocalMoveOperator] 1901
h3 [SinglePointCrossover,SegmentMutation] 2010
h4 [SinglePointCrossover,OppositeMoveOperator] 2026
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1970
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2047
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2021
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2018
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1940
h10 [MultiPointsCrossover,BitFlipMutation] 2037
h11 [MultiPointsCrossover,LoopMoveOperator] 1987
h12 [MultiPointsCrossover,LocalMoveOperator] 1973
h13 [MultiPointsCrossover,SegmentMutation] 1989
h14 [MultiPointsCrossover,OppositeMoveOperator] 1937
