h0 [SinglePointCrossover,BitFlipMutation] 4013
h1 [SinglePointCrossover,LoopMoveOperator] 3953
h2 [SinglePointCrossover,LocalMoveOperator] 3991
h3 [SinglePointCrossover,SegmentMutation] 4005
h4 [SinglePointCrossover,OppositeMoveOperator] 3922
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4041
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3985
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4021
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4076
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4002
h10 [MultiPointsCrossover,BitFlipMutation] 4092
h11 [MultiPointsCrossover,LoopMoveOperator] 4006
h12 [MultiPointsCrossover,LocalMoveOperator] 4142
h13 [MultiPointsCrossover,SegmentMutation] 3943
h14 [MultiPointsCrossover,OppositeMoveOperator] 4008
