h0 [SinglePointCrossover,BitFlipMutation] 1929
h1 [SinglePointCrossover,LoopMoveOperator] 1982
h2 [SinglePointCrossover,LocalMoveOperator] 1984
h3 [SinglePointCrossover,SegmentMutation] 1959
h4 [SinglePointCrossover,OppositeMoveOperator] 1978
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1948
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1991
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1892
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2046
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1941
h10 [MultiPointsCrossover,BitFlipMutation] 2044
h11 [MultiPointsCrossover,LoopMoveOperator] 2031
h12 [MultiPointsCrossover,LocalMoveOperator] 1959
h13 [MultiPointsCrossover,SegmentMutation] 1977
h14 [MultiPointsCrossover,OppositeMoveOperator] 2039
