h0 [SinglePointCrossover,BitFlipMutation] 1989
h1 [SinglePointCrossover,LoopMoveOperator] 2025
h2 [SinglePointCrossover,LocalMoveOperator] 1967
h3 [SinglePointCrossover,SegmentMutation] 1874
h4 [SinglePointCrossover,OppositeMoveOperator] 2049
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2007
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2009
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1913
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1975
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1951
h10 [MultiPointsCrossover,BitFlipMutation] 2002
h11 [MultiPointsCrossover,LoopMoveOperator] 2030
h12 [MultiPointsCrossover,LocalMoveOperator] 2040
h13 [MultiPointsCrossover,SegmentMutation] 1960
h14 [MultiPointsCrossover,OppositeMoveOperator] 1959
