h0 [SinglePointCrossover,BitFlipMutation] 1939
h1 [SinglePointCrossover,LoopMoveOperator] 1984
h2 [SinglePointCrossover,LocalMoveOperator] 1970
h3 [SinglePointCrossover,SegmentMutation] 2107
h4 [SinglePointCrossover,OppositeMoveOperator] 1971
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1964
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2019
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2015
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1979
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1968
h10 [MultiPointsCrossover,BitFlipMutation] 2023
h11 [MultiPointsCrossover,LoopMoveOperator] 1977
h12 [MultiPointsCrossover,LocalMoveOperator] 1985
h13 [MultiPointsCrossover,SegmentMutation] 1937
h14 [MultiPointsCrossover,OppositeMoveOperator] 1962
