h0 [SinglePointCrossover,BitFlipMutation] 3969
h1 [SinglePointCrossover,LoopMoveOperator] 3979
h2 [SinglePointCrossover,LocalMoveOperator] 3940
h3 [SinglePointCrossover,SegmentMutation] 3984
h4 [SinglePointCrossover,OppositeMoveOperator] 4022
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4024
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3871
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4080
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3950
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3965
h10 [MultiPointsCrossover,BitFlipMutation] 4032
h11 [MultiPointsCrossover,LoopMoveOperator] 4104
h12 [MultiPointsCrossover,LocalMoveOperator] 4001
h13 [MultiPointsCrossover,SegmentMutation] 4051
h14 [MultiPointsCrossover,OppositeMoveOperator] 4028
