h0 [SinglePointCrossover,BitFlipMutation] 4140
h1 [SinglePointCrossover,LoopMoveOperator] 3939
h2 [SinglePointCrossover,LocalMoveOperator] 4019
h3 [SinglePointCrossover,SegmentMutation] 3864
h4 [SinglePointCrossover,OppositeMoveOperator] 3982
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4019
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4058
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3962
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3898
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3983
h10 [MultiPointsCrossover,BitFlipMutation] 4083
h11 [MultiPointsCrossover,LoopMoveOperator] 4008
h12 [MultiPointsCrossover,LocalMoveOperator] 4019
h13 [MultiPointsCrossover,SegmentMutation] 4027
h14 [MultiPointsCrossover,OppositeMoveOperator] 3999
