h0 [SinglePointCrossover,BitFlipMutation] 1941
h1 [SinglePointCrossover,LoopMoveOperator] 1995
h2 [SinglePointCrossover,LocalMoveOperator] 1916
h3 [SinglePointCrossover,SegmentMutation] 1982
h4 [SinglePointCrossover,OppositeMoveOperator] 1994
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1973
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1930
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1916
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2030
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1979
h10 [MultiPointsCrossover,BitFlipMutation] 1964
h11 [MultiPointsCrossover,LoopMoveOperator] 2027
h12 [MultiPointsCrossover,LocalMoveOperator] 1909
h13 [MultiPointsCrossover,SegmentMutation] 1998
h14 [MultiPointsCrossover,OppositeMoveOperator] 1946
