h0 [SinglePointCrossover,BitFlipMutation] 3956
h1 [SinglePointCrossover,LoopMoveOperator] 3895
h2 [SinglePointCrossover,LocalMoveOperator] 4089
h3 [SinglePointCrossover,SegmentMutation] 3957
h4 [SinglePointCrossover,OppositeMoveOperator] 4056
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3997
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4048
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3959
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4067
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3941
h10 [MultiPointsCrossover,BitFlipMutation] 3946
h11 [MultiPointsCrossover,LoopMoveOperator] 4089
h12 [MultiPointsCrossover,LocalMoveOperator] 4056
h13 [MultiPointsCrossover,SegmentMutation] 3950
h14 [MultiPointsCrossover,OppositeMoveOperator] 3994
