h0 [SinglePointCrossover,BitFlipMutation] 3896
h1 [SinglePointCrossover,LoopMoveOperator] 4018
h2 [SinglePointCrossover,LocalMoveOperator] 3879
h3 [SinglePointCrossover,SegmentMutation] 3966
h4 [SinglePointCrossover,OppositeMoveOperator] 3988
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3953
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3929
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3902
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4046
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4080
h10 [MultiPointsCrossover,BitFlipMutation] 3911
h11 [MultiPointsCrossover,LoopMoveOperator] 3945
h12 [MultiPointsCrossover,LocalMoveOperator] 3921
h13 [MultiPointsCrossover,SegmentMutation] 4073
h14 [MultiPointsCrossover,OppositeMoveOperator] 3993
