h0 [SinglePointCrossover,BitFlipMutation] 4022
h1 [SinglePointCrossover,LoopMoveOperator] 3961
h2 [SinglePointCrossover,LocalMoveOperator] 4022
h3 [SinglePointCrossover,SegmentMutation] 3953
h4 [SinglePointCrossover,OppositeMoveOperator] 3964
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3915
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4059
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4047
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3993
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3942
h10 [MultiPointsCrossover,BitFlipMutation] 3990
h11 [MultiPointsCrossover,LoopMoveOperator] 4037
h12 [MultiPointsCrossover,LocalMoveOperator] 4049
h13 [MultiPointsCrossover,SegmentMutation] 4006
h14 [MultiPointsCrossover,OppositeMoveOperator] 4040
