h0 [SinglePointCrossover,BitFlipMutation] 2024
h1 [SinglePointCrossover,LoopMoveOperator] 2091
h2 [SinglePointCrossover,LocalMoveOperator] 2000
h3 [SinglePointCrossover,SegmentMutation] 2003
h4 [SinglePointCrossover,OppositeMoveOperator] 1934
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1972
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1993
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1986
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1987
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1985
h10 [MultiPointsCrossover,BitFlipMutation] 1940
h11 [MultiPointsCrossover,LoopMoveOperator] 1998
h12 [MultiPointsCrossover,LocalMoveOperator] 1959
h13 [MultiPointsCrossover,SegmentMutation] 2052
h14 [MultiPointsCrossover,OppositeMoveOperator] 1926
