h0 [SinglePointCrossover,BitFlipMutation] 4040
h1 [SinglePointCrossover,LoopMoveOperator] 3893
h2 [SinglePointCrossover,LocalMoveOperator] 4095
h3 [SinglePointCrossover,SegmentMutation] 3979
h4 [SinglePointCrossover,OppositeMoveOperator] 3861
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3964
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4018
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4035
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4023
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3958
h10 [MultiPointsCrossover,BitFlipMutation] 3938
h11 [MultiPointsCrossover,LoopMoveOperator] 4115
h12 [MultiPointsCrossover,LocalMoveOperator] 4047
h13 [MultiPointsCrossover,SegmentMutation] 4001
h14 [MultiPointsCrossover,OppositeMoveOperator] 4033
