h0 [SinglePointCrossover,BitFlipMutation] 1952
h1 [SinglePointCrossover,LoopMoveOperator] 1926
h2 [SinglePointCrossover,LocalMoveOperator] 1958
h3 [SinglePointCrossover,SegmentMutation] 1960
h4 [SinglePointCrossover,OppositeMoveOperator] 1979
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2003
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2024
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1989
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2050
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1966
h10 [MultiPointsCrossover,BitFlipMutation] 1918
h11 [MultiPointsCrossover,LoopMoveOperator] 1913
h12 [MultiPointsCrossover,LocalMoveOperator] 2062
h13 [MultiPointsCrossover,SegmentMutation] 2044
h14 [MultiPointsCrossover,OppositeMoveOperator] 1956
