h0 [SinglePointCrossover,BitFlipMutation] 3886
h1 [SinglePointCrossover,LoopMoveOperator] 4077
h2 [SinglePointCrossover,LocalMoveOperator] 4083
h3 [SinglePointCrossover,SegmentMutation] 3967
h4 [SinglePointCrossover,OppositeMoveOperator] 3978
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3975
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3900
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4019
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4040
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3978
h10 [MultiPointsCrossover,BitFlipMutation] 4117
h11 [MultiPointsCrossover,LoopMoveOperator] 3907
h12 [MultiPointsCrossover,LocalMoveOperator] 4123
h13 [MultiPointsCrossover,SegmentMutation] 3980
h14 [MultiPointsCrossover,OppositeMoveOperator] 3970
