h0 [SinglePointCrossover,BitFlipMutation] 4023
h1 [SinglePointCrossover,LoopMoveOperator] 4128
h2 [SinglePointCrossover,LocalMoveOperator] 4015
h3 [SinglePointCrossover,SegmentMutation] 3966
h4 [SinglePointCrossover,OppositeMoveOperator] 3835
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3928
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3981
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3957
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3989
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3985
h10 [MultiPointsCrossover,BitFlipMutation] 3891
h11 [MultiPointsCrossover,LoopMoveOperator] 4160
h12 [MultiPointsCrossover,LocalMoveOperator] 4058
h13 [MultiPointsCrossover,SegmentMutation] 4114
h14 [MultiPointsCrossover,OppositeMoveOperator] 3970
