h0 [SinglePointCrossover,BitFlipMutation] 3995
h1 [SinglePointCrossover,LoopMoveOperator] 4045
h2 [SinglePointCrossover,LocalMoveOperator] 4029
h3 [SinglePointCrossover,SegmentMutation] 3915
h4 [SinglePointCrossover,OppositeMoveOperator] 3948
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3985
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3973
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3937
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4079
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3884
h10 [MultiPointsCrossover,BitFlipMutation] 3959
h11 [MultiPointsCrossover,LoopMoveOperator] 4012
h12 [MultiPointsCrossover,LocalMoveOperator] 4096
h13 [MultiPointsCrossover,SegmentMutation] 4046
h14 [MultiPointsCrossover,OppositeMoveOperator] 4097
