h0 [SinglePointCrossover,BitFlipMutation] 1946
h1 [SinglePointCrossover,LoopMoveOperator] 2007
h2 [SinglePointCrossover,LocalMoveOperator] 1948
h3 [SinglePointCrossover,SegmentMutation] 1968
h4 [SinglePointCrossover,OppositeMoveOperator] 2018
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1928
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2031
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1895
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1991
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1921
h10 [MultiPointsCrossover,BitFlipMutation] 2010
h11 [MultiPointsCrossover,LoopMoveOperator] 1917
h12 [MultiPointsCrossover,LocalMoveOperator] 2041
h13 [MultiPointsCrossover,SegmentMutation] 1959
h14 [MultiPointsCrossover,OppositeMoveOperator] 1920
