h0 [SinglePointCrossover,BitFlipMutation] 4008
h1 [SinglePointCrossover,LoopMoveOperator] 3976
h2 [SinglePointCrossover,LocalMoveOperator] 4047
h3 [SinglePointCrossover,SegmentMutation] 3932
h4 [SinglePointCrossover,OppositeMoveOperator] 4040
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4120
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4020
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3840
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3940
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3973
h10 [MultiPointsCrossover,BitFlipMutation] 4064
h11 [MultiPointsCrossover,LoopMoveOperator] 4032
h12 [MultiPointsCrossover,LocalMoveOperator] 3961
h13 [MultiPointsCrossover,SegmentMutation] 4054
h14 [MultiPointsCrossover,OppositeMoveOperator] 3993
