h0 [SinglePointCrossover,BitFlipMutation] 4018
h1 [SinglePointCrossover,LoopMoveOperator] 4110
h2 [SinglePointCrossover,LocalMoveOperator] 3977
h3 [SinglePointCrossover,SegmentMutation] 3994
h4 [SinglePointCrossover,OppositeMoveOperator] 4024
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4038
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4082
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3998
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3995
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4046
h10 [MultiPointsCrossover,BitFlipMutation] 3920
h11 [MultiPointsCrossover,LoopMoveOperator] 4010
h12 [MultiPointsCrossover,LocalMoveOperator] 4016
h13 [MultiPointsCrossover,SegmentMutation] 3950
h14 [MultiPointsCrossover,OppositeMoveOperator] 3822
