h0 [SinglePointCrossover,BitFlipMutation] 1960
h1 [SinglePointCrossover,LoopMoveOperator] 1977
h2 [SinglePointCrossover,LocalMoveOperator] 1921
h3 [SinglePointCrossover,SegmentMutation] 1988
h4 [SinglePointCrossover,OppositeMoveOperator] 1927
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2038
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1991
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1933
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2012
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2066
h10 [MultiPointsCrossover,BitFlipMutation] 1896
h11 [MultiPointsCrossover,LoopMoveOperator] 2018
h12 [MultiPointsCrossover,LocalMoveOperator] 1942
h13 [MultiPointsCrossover,SegmentMutation] 2053
h14 [MultiPointsCrossover,OppositeMoveOperator] 2028
