h0 [SinglePointCrossover,BitFlipMutation] 1930
h1 [SinglePointCrossover,LoopMoveOperator] 2017
h2 [SinglePointCrossover,LocalMoveOperator] 2023
h3 [SinglePointCrossover,SegmentMutation] 1974
h4 [SinglePointCrossover,OppositeMoveOperator] 1924
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1953
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2014
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1961
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2024
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1955
h10 [MultiPointsCrossover,BitFlipMutation] 1940
h11 [MultiPointsCrossover,LoopMoveOperator] 2023
h12 [MultiPointsCrossover,LocalMoveOperator] 1954
h13 [MultiPointsCrossover,SegmentMutation] 1962
h14 [MultiPointsCrossover,OppositeMoveOperator] 2096
