h0 [SinglePointCrossover,BitFlipMutation] 4018
h1 [SinglePointCrossover,LoopMoveOperator] 4157
h2 [SinglePointCrossover,LocalMoveOperator] 4016
h3 [SinglePointCrossover,SegmentMutation] 3852
h4 [SinglePointCrossover,OppositeMoveOperator] 3977
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3959
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3913
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4085
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4104
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3933
h10 [MultiPointsCrossover,BitFlipMutation] 3959
h11 [MultiPointsCrossover,LoopMoveOperator] 3975
h12 [MultiPointsCrossover,LocalMoveOperator] 4032
h13 [MultiPointsCrossover,SegmentMutation] 4040
h14 [MultiPointsCrossover,OppositeMoveOperator] 3980
