h0 [SinglePointCrossover,BitFlipMutation] 2035
h1 [SinglePointCrossover,LoopMoveOperator] 2013
h2 [SinglePointCrossover,LocalMoveOperator] 1982
h3 [SinglePointCrossover,SegmentMutation] 1909
h4 [SinglePointCrossover,OppositeMoveOperator] 1909
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1939
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1939
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1996
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2061
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1912
h10 [MultiPointsCrossover,BitFlipMutation] 2053
h11 [MultiPointsCrossover,LoopMoveOperator] 1990
h12 [MultiPointsCrossover,LocalMoveOperator] 1971
h13 [MultiPointsCrossover,SegmentMutation] 2018
h14 [MultiPointsCrossover,OppositeMoveOperator] 2023
