h0 [SinglePointCrossover,BitFlipMutation] 1962
h1 [SinglePointCrossover,LoopMoveOperator] 2000
h2 [SinglePointCrossover,LocalMoveOperator] 1967
h3 [SinglePointCrossover,SegmentMutation] 1929
h4 [SinglePointCrossover,OppositeMoveOperator] 1981
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2008
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1984
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2035
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1978
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1958
h10 [MultiPointsCrossover,BitFlipMutation] 1969
h11 [MultiPointsCrossover,LoopMoveOperator] 1988
h12 [MultiPointsCrossover,LocalMoveOperator] 2011
h13 [MultiPointsCrossover,SegmentMutation] 1952
h14 [MultiPointsCrossover,OppositeMoveOperator] 1978
