h0 [SinglePointCrossover,BitFlipMutation] 1918
h1 [SinglePointCrossover,LoopMoveOperator] 1995
h2 [SinglePointCrossover,LocalMoveOperator] 1933
h3 [SinglePointCrossover,SegmentMutation] 1909
h4 [SinglePointCrossover,OppositeMoveOperator] 1996
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1952
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2045
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1985
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1933
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2049
h10 [MultiPointsCrossover,BitFlipMutation] 2004
h11 [MultiPointsCrossover,LoopMoveOperator] 1947
h12 [MultiPointsCrossover,LocalMoveOperator] 2022
h13 [MultiPointsCrossover,SegmentMutation] 2029
h14 [MultiPointsCrossover,OppositeMoveOperator] 1983
