h0 [SinglePointCrossover,BitFlipMutation] 1950
h1 [SinglePointCrossover,LoopMoveOperator] 2033
h2 [SinglePointCrossover,LocalMoveOperator] 2100
h3 [SinglePointCrossover,SegmentMutation] 1971
h4 [SinglePointCrossover,OppositeMoveOperator] 1918
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2007
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2005
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 2032
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1928
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1992
h10 [MultiPointsCrossover,BitFlipMutation] 1957
h11 [MultiPointsCrossover,LoopMoveOperator] 1967
h12 [MultiPointsCrossover,LocalMoveOperator] 2004
h13 [MultiPointsCrossover,SegmentMutation] 1935
h14 [MultiPointsCrossover,OppositeMoveOperator] 2051
