h0 [SinglePointCrossover,BitFlipMutation] 1972
h1 [SinglePointCrossover,LoopMoveOperator] 1964
h2 [SinglePointCrossover,LocalMoveOperator] 1983
h3 [SinglePointCrossover,SegmentMutation] 2045
h4 [SinglePointCrossover,OppositeMoveOperator] 1986
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1923
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2026
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1980
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2057
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2018
h10 [MultiPointsCrossover,BitFlipMutation] 1979
h11 [MultiPointsCrossover,LoopMoveOperator] 1966
h12 [MultiPointsCrossover,LocalMoveOperator] 1981
h13 [MultiPointsCrossover,SegmentMutation] 1989
h14 [MultiPointsCrossover,OppositeMoveOperator] 1981
