h0 [SinglePointCrossover,BitFlipMutation] 2010
h1 [SinglePointCrossover,LoopMoveOperator] 2032
h2 [SinglePointCrossover,LocalMoveOperator] 1972
h3 [SinglePointCrossover,SegmentMutation] 1989
h4 [SinglePointCrossover,OppositeMoveOperator] 1961
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1992
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1974
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1922
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1975
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2028
h10 [MultiPointsCrossover,BitFlipMutation] 2011
h11 [MultiPointsCrossover,LoopMoveOperator] 1977
h12 [MultiPointsCrossover,LocalMoveOperator] 2001
h13 [MultiPointsCrossover,SegmentMutation] 1939
h14 [MultiPointsCrossover,OppositeMoveOperator] 1967
