h0 [SinglePointCrossover,BitFlipMutation] 3974
h1 [SinglePointCrossover,LoopMoveOperator] 4014
h2 [SinglePointCrossover,LocalMoveOperator] 4036
h3 [SinglePointCrossover,SegmentMutation] 3917
h4 [SinglePointCrossover,OppositeMoveOperator] 4007
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4128
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4049
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3952
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3974
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4108
h10 [MultiPointsCrossover,BitFlipMutation] 4023
h11 [MultiPointsCrossover,LoopMoveOperator] 3850
h12 [MultiPointsCrossover,LocalMoveOperator] 3984
h13 [MultiPointsCrossover,SegmentMutation] 3969
h14 [MultiPointsCrossover,OppositeMoveOperator] 4015
