h0 [SinglePointCrossover,BitFlipMutation] 1955
h1 [SinglePointCrossover,LoopMoveOperator] 2017
h2 [SinglePointCrossover,LocalMoveOperator] 1997
h3 [SinglePointCrossover,SegmentMutation] 1932
h4 [SinglePointCrossover,OppositeMoveOperator] 1933
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2024
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 2057
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1953
h8 [IntegerTwoPointsCrossover,SegmentMutation] 1960
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1979
h10 [MultiPointsCrossover,BitFlipMutation] 1995
h11 [MultiPointsCrossover,LoopMoveOperator] 2046
h12 [MultiPointsCrossover,LocalMoveOperator] 1919
h13 [MultiPointsCrossover,SegmentMutation] 1982
h14 [MultiPointsCrossover,OppositeMoveOperator] 2001
