h0 [SinglePointCrossover,BitFlipMutation] 1992
h1 [SinglePointCrossover,LoopMoveOperator] 2039
h2 [SinglePointCrossover,LocalMoveOperator] 2029
h3 [SinglePointCrossover,SegmentMutation] 2033
h4 [SinglePointCrossover,OppositeMoveOperator] 1905
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 2006
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1962
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1954
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2050
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2006
h10 [MultiPointsCrossover,BitFlipMutation] 2005
h11 [MultiPointsCrossover,LoopMoveOperator] 1976
h12 [MultiPointsCrossover,LocalMoveOperator] 1986
h13 [MultiPointsCrossover,SegmentMutation] 1933
h14 [MultiPointsCrossover,OppositeMoveOperator] 1974
