h0 [SinglePointCrossover,BitFlipMutation] 4176
h1 [SinglePointCrossover,LoopMoveOperator] 4022
h2 [SinglePointCrossover,LocalMoveOperator] 4016
h3 [SinglePointCrossover,SegmentMutation] 4009
h4 [SinglePointCrossover,OppositeMoveOperator] 3971
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4059
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4021
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3916
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3945
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3910
h10 [MultiPointsCrossover,BitFlipMutation] 4108
h11 [MultiPointsCrossover,LoopMoveOperator] 4046
h12 [MultiPointsCrossover,LocalMoveOperator] 4011
h13 [MultiPointsCrossover,SegmentMutation] 3942
h14 [MultiPointsCrossover,OppositeMoveOperator] 3848
