h0 [SinglePointCrossover,BitFlipMutation] 4006
h1 [SinglePointCrossover,LoopMoveOperator] 3943
h2 [SinglePointCrossover,LocalMoveOperator] 3947
h3 [SinglePointCrossover,SegmentMutation] 4050
h4 [SinglePointCrossover,OppositeMoveOperator] 3927
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4005
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4025
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4050
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4109
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4031
h10 [MultiPointsCrossover,BitFlipMutation] 4068
h11 [MultiPointsCrossover,LoopMoveOperator] 3983
h12 [MultiPointsCrossover,LocalMoveOperator] 3892
h13 [MultiPointsCrossover,SegmentMutation] 4030
h14 [MultiPointsCrossover,OppositeMoveOperator] 3934
