h0 [SinglePointCrossover,BitFlipMutation] 3894
h1 [SinglePointCrossover,LoopMoveOperator] 4038
h2 [SinglePointCrossover,LocalMoveOperator] 3994
h3 [SinglePointCrossover,SegmentMutation] 4047
h4 [SinglePointCrossover,OppositeMoveOperator] 3992
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4052
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3983
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4071
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3952
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4023
h10 [MultiPointsCrossover,BitFlipMutation] 3909
h11 [MultiPointsCrossover,LoopMoveOperator] 3991
h12 [MultiPointsCrossover,LocalMoveOperator] 4028
h13 [MultiPointsCrossover,SegmentMutation] 4032
h14 [MultiPointsCrossover,OppositeMoveOperator] 3994
