h0 [SinglePointCrossover,BitFlipMutation] 4008
h1 [SinglePointCrossover,LoopMoveOperator] 4047
h2 [SinglePointCrossover,LocalMoveOperator] 3947
h3 [SinglePointCrossover,SegmentMutation] 4070
h4 [SinglePointCrossover,OppositeMoveOperator] 3944
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3992
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3981
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4036
h8 [IntegerTwoPointsCrossover,SegmentMutation] 3979
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 3935
h10 [MultiPointsCrossover,BitFlipMutation] 4014
h11 [MultiPointsCrossover,LoopMoveOperator] 4105
h12 [MultiPointsCrossover,LocalMoveOperator] 3930
h13 [MultiPointsCrossover,SegmentMutation] 3982
h14 [MultiPointsCrossover,OppositeMoveOperator] 4030
