h0 [SinglePointCrossover,BitFlipMutation] 1976
h1 [SinglePointCrossover,LoopMoveOperator] 1994
h2 [SinglePointCrossover,LocalMoveOperator] 1978
h3 [SinglePointCrossover,SegmentMutation] 1972
h4 [SinglePointCrossover,OppositeMoveOperator] 2007
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1953
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1984
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1956
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2012
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 1955
h10 [MultiPointsCrossover,BitFlipMutation] 2012
h11 [MultiPointsCrossover,LoopMoveOperator] 1942
h12 [MultiPointsCrossover,LocalMoveOperator] 1954
h13 [MultiPointsCrossover,SegmentMutation] 2081
h14 [MultiPointsCrossover,OppositeMoveOperator] 1924
