h0 [SinglePointCrossover,BitFlipMutation] 1935
h1 [SinglePointCrossover,LoopMoveOperator] 1989
h2 [SinglePointCrossover,LocalMoveOperator] 1892
h3 [SinglePointCrossover,SegmentMutation] 2056
h4 [SinglePointCrossover,OppositeMoveOperator] 2051
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 1945
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 1950
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 1950
h8 [IntegerTwoPointsCrossover,SegmentMutation] 2060
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 2004
h10 [MultiPointsCrossover,BitFlipMutation] 1961
h11 [MultiPointsCrossover,LoopMoveOperator] 2015
h12 [MultiPointsCrossover,LocalMoveOperator] 1965
h13 [MultiPointsCrossover,SegmentMutation] 1948
h14 [MultiPointsCrossover,OppositeMoveOperator] 1979
