h0 [SinglePointCrossover,BitFlipMutation] 4080
h1 [SinglePointCrossover,LoopMoveOperator] 4019
h2 [SinglePointCrossover,LocalMoveOperator] 3973
h3 [SinglePointCrossover,SegmentMutation] 4005
h4 [SinglePointCrossover,OppositeMoveOperator] 3917
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4005
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3877
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3971
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4024
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4022
h10 [MultiPointsCrossover,BitFlipMutation] 4070
h11 [MultiPointsCrossover,LoopMoveOperator] 3979
h12 [MultiPointsCrossover,LocalMoveOperator] 4040
h13 [MultiPointsCrossover,SegmentMutation] 3945
h14 [MultiPointsCrossover,OppositeMoveOperator] 4073
