h0 [SinglePointCrossover,BitFlipMutation] 3930
h1 [SinglePointCrossover,LoopMoveOperator] 3969
h2 [SinglePointCrossover,LocalMoveOperator] 4020
h3 [SinglePointCrossover,SegmentMutation] 4001
h4 [SinglePointCrossover,OppositeMoveOperator] 3974
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 3988
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 3901
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 4042
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4044
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4010
h10 [MultiPointsCrossover,BitFlipMutation] 3944
h11 [MultiPointsCrossover,LoopMoveOperator] 3891
h12 [MultiPointsCrossover,LocalMoveOperator] 3975
h13 [MultiPointsCrossover,SegmentMutation] 3929
h14 [MultiPointsCrossover,OppositeMoveOperator] 3882
