h0 [SinglePointCrossover,BitFlipMutation] 4000
h1 [SinglePointCrossover,LoopMoveOperator] 3938
h2 [SinglePointCrossover,LocalMoveOperator] 3929
h3 [SinglePointCrossover,SegmentMutation] 4034
h4 [SinglePointCrossover,OppositeMoveOperator] 3986
h5 [IntegerTwoPointsCrossover,BitFlipMutation] 4023
h6 [IntegerTwoPointsCrossover,LoopMoveOperator] 4019
h7 [IntegerTwoPointsCrossover,LocalMoveOperator] 3999
h8 [IntegerTwoPointsCrossover,SegmentMutation] 4034
h9 [IntegerTwoPointsCrossover,OppositeMoveOperator] 4009
h10 [MultiPointsCrossover,BitFlipMutation] 4014
h11 [MultiPointsCrossover,LoopMoveOperator] 3975
h12 [MultiPointsCrossover,LocalMoveOperator] 4076
h13 [MultiPointsCrossover,SegmentMutation] 4014
h14 [MultiPointsCrossover,OppositeMoveOperator] 3950
